Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Improved health outcomes from hepatitis C treatment scale-up in Spain's prisons: A cost-effectiveness study,Chhatwal J.; Samur S.; Li K.; He T.; Llerena S.; Cobo C.; Ayer T.; Roberts M.; Spaulding A.; Crespo J.,"Background and Aims: Hepatitis C virus (HCV) infection is 15 times more prevalent among prison inmates in Spain compared with the general population. Direct-acting antivirals (DAAs) for HCV treatment can potentially reduce ongoing transmission, and eliminate HCV. Spain initiated an innovative pilot program, JAILFREE-C, to screen and treat HCV in prisons. Our aim was to identify a cost-effective strategy to scale-up HCV treatment to all Spain's prisons. Method(s): We used a dynamic agent-based microsimulation model that considered HCV transmission, natural history of HCV progression, screening, treatment with oral DAAs, and simulation of prison and general population dynamics. The baseline population in the model represented Spain's population in the community and prisons in all regions stratified by age, prevalence of HCV, health states, HCV genotype, and injection drug use status. SVR rates and patient demographics in prisons were informed by published studies, including the JAILFREE-C study. Treatment capacity in prisons was assumed to be 2000/year. The long-term disease and cost outcomes of the following strategies in prisons were evaluated: (1) no treatment; (2) prioritize treatment of inmates by their health states (F4, F3, F2, F1, F0) irrespective of the prison/region; (3) prioritize inmates in prisons high HCV prevalence; and (4) prioritize inmates in prisons with high number of HCV-infected inmates. Result(s): Under the current limited resources in prisons, scaling-up treatment by prioritizing patients based on their disease stagewould yield the highest quality-adjusted life years (QALYs) - 7186 additional QALYs but cost 98.24 million more than that under no treatment. This strategy was also the most cost-effective strategy, yielding the incremental cost-effectiveness ratio of 5800/QALY when compared with the next effective strategy. Compared with no treatment, this strategy would prevent 70 new incident cases of HCV, 270 cases of decompensated cirrhosis, 450 cases of hepatocellular carcinoma and 670 HCV-related deaths in the next 25 years in Spain. The majority of these benefits would occur outside of prisons in the general community. Conclusion(s): Scaling-up HCV treatment with DAAs to all prisons in Spain would reduce ongoing HCV transmission and HCV sequelae burden. Among the strategies considered, prioritizing patients with advanced disease stage in all prisons, irrespective of the region, HCV prevalence or size of the prison would be the most cost-effective strategy.",2018,,Journal of Hepatology,68,Supplement 1,S151,621860180,,,#337,Chhatwal 2018,"",""
Revealing the extent of the first wave of the COVID-19 pandemic in Kenya based on serological and PCR-test data,"Ojal, J.; Brand, S.P.C.; Were, V.; Okiro, E.A.; Kombe, I.K.; Mburu, C.; Aziza, R.; Ogero, M.; Agweyu, A.; Warimwe, G.M.; Uyoga, S.; Adetifa, I.M.O.; Scott, J.A.G.; Otieno, E.; Ochola-Oyier, L.I.; Agoti, C.N.; Kasera, K.; Amoth, P.; Mwangangi, M.; Aman, R.; Ng'ang'a, W.; Tsofa, B.; Bejon, P.; Barasa, E.; Keeling, M.J.; Nokes, D.J.","Policymakers in Africa need robust estimates of the current and future spread of SARS-CoV-2. We used national surveillance PCR test, serological survey and mobility data to develop and fit a county-specific transmission model for Kenya up to the end of September 2020, which encompasses the first wave of SARS-CoV-2 transmission in the country. We estimate that the first wave of the SARS-CoV-2 pandemic peaked before the end of July 2020 in the major urban counties, with 30-50% of residents infected. Our analysis suggests, first, that the reported low COVID-19 disease burden in Kenya cannot be explained solely by limited spread of the virus, and second, that a 30-50% attack rate was not sufficient to avoid a further wave of transmission. © 2022 Ojal J et al.",2022,,Wellcome Open Res.,6,,,,10.12688/wellcomeopenres.16748.3,,#386,Ojal 2022,"",""
Modeling indoor-level non-pharmaceutical interventions during the COVID-19 pandemic: A pedestrian dynamics-based microscopic simulation approach.,"Xiao, Yao; Yang, Mofeng; Zhu, Zheng; Yang, Hai; Zhang, Lei; Ghader, Sepehr","Mathematical modeling of epidemic spreading has been widely adopted to estimate the threats of epidemic diseases (i.e., the COVID-19 pandemic) as well as to evaluate epidemic control interventions. The indoor place is considered to be a significant epidemic spreading risk origin, but existing widely-used epidemic spreading models are usually limited for indoor places since the dynamic physical distance changes between people are ignored, and the empirical features of the essential and non-essential travel are not differentiated. In this paper, we introduce a pedestrian-based epidemic spreading model that is capable of modeling indoor transmission risks of diseases during people's social activities. Taking advantage of the before-and-after mobility data from the University of Maryland COVID-19 Impact Analysis Platform, it's found that people tend to spend more time in grocery stores once their travel frequencies are restricted to a low level. In other words, an increase in dwell time could balance the decrease in travel frequencies and satisfy people's demands. Based on the pedestrian-based model and the empirical evidence, combined non-pharmaceutical interventions from different operational levels are evaluated. Numerical simulations show that restrictions on people's travel frequency and open hours of indoor places may not be universally effective in reducing average infection risks for each pedestrian who visit the place. Entry limitations can be a widely effective alternative, whereas the decision-maker needs to balance the decrease in risky contacts and the increase in queue length outside the place that may impede people from fulfilling their travel needs. The results show that a good coordination among the decision-makers can contribute to the improvement of the performance of combined non-pharmaceutical interventions, and it also benefits the short-term and long-term interventions in the future. Copyright © 2021 Elsevier Ltd. All rights reserved.",2021,,Transport policy,109,101670168,12-23,,10.1016/j.tranpol.2021.05.004,,#432,Xiao 2021,Nancy Tahmo (2025-05-03 11:48:58)(Select): Acknowledgment section; ,""
An assessment of the potential impact of the Omicron variant of SARS-CoV-2 in Aotearoa New Zealand.,"Vattiato, Giorgia; Maclaren, Oliver; Lustig, Audrey; Binny, Rachelle N; Hendy, Shaun C; Plank, Michael J","New Zealand delayed the introduction of the Omicron variant of SARS-CoV-2 into the community by the continued use of strict border controls through to January 2022. This allowed time for vaccination rates to increase and the roll out of third doses of the vaccine (boosters) to begin. It also meant more data on the characteristics of Omicron became available prior to the first cases of community transmission. Here we present a mathematical model of an Omicron epidemic, incorporating the effects of the booster roll out and waning of vaccine-induced immunity, and based on estimates of vaccine effectiveness and disease severity from international data. The model considers differing levels of immunity against infection, severe illness and death, and ignores waning of infection-induced immunity. This model was used to provide an assessment of the potential impact of an Omicron wave in the New Zealand population, which helped inform government preparedness and response. At the time the modelling was carried out, the date of introduction of Omicron into the New Zealand community was unknown. We therefore simulated outbreaks with different start dates, as well as investigating different levels of booster uptake. We found that an outbreak starting on 1 February or 1 March led to a lower health burden than an outbreak starting on 1 January because of increased booster coverage, particularly in older age groups. We also found that outbreaks starting later in the year led to worse health outcomes than an outbreak starting on 1 March. This is because waning immunity in older groups started to outweigh the increased protection from higher booster coverage in younger groups. For an outbreak starting on 1 February and with high booster uptake, the number of occupied hospital beds in the model peaked between 800 and 3,300 depending on assumed transmission rates. We conclude that combining an accelerated booster programme with public health measures to flatten the curve are key to avoid overwhelming the healthcare system. Copyright © 2022 The Authors.",2022,,Infectious Disease Modelling,7,2,94-105,,10.1016/j.idm.2022.04.002,,#439,Vattiato 2022,Nancy Tahmo (2025-05-01 13:16:45)(Select): Introduction & Acknowledgement section; ,""
Assessment of tuberculosis transmission probability in three Thai prisons based on five dynamic models.,"Mahawan, Nithinan; Rattananupong, Thanapoom; Sri-Uam, Puchong; Jiamjarasrangsi, Wiroj","This study aimed to assess and compare the probability of tuberculosis (TB) transmission based on five dynamic models: the Wells-Riley equation, two Rudnick & Milton-proposed models based on air changes per hour (ACH) and liters per second per person (L/s/p), the model proposed by Issarow et al, and the Applied Susceptible-Exposed-Infected-Recovered (SEIR) TB transmission model. This study also aimed to determine the impact of model parameters on such probabilities in three Thai prisons. A cross-sectional study was conducted using data from 985 prison cells. The TB transmission probability for each cell was calculated using parameters relevant to the specific model formula, and the magnitude of the model agreement was examined by Spearman's rank correlation and Bland-Altman plot. Subsequently, a multiple linear regression analysis was conducted to investigate the influence of each model parameter on the estimated probability. Results revealed that the median (Quartiles 1 and 3) of TB transmission probability among these cells was 0.052 (0.017, 0.180). Compared with the pioneered Wells-Riley's model, the remaining models projected discrepant TB transmission probability from less to more commensurate to the degree of model modification from the pioneered model as follows: Rudnick & Milton (ACH), Issarow et al., and Rudnick & Milton (L/s/p), and the applied SEIR models. The ventilation rate and number of infectious TB patients in each cell or zone had the greatest impact on the estimated TB transmission probability in most models. Additionally, the number of inmates in each cell, the area per person in square meters, and the inmate turnover rate were identified as high-impact parameters in the applied SEIR model. All stakeholders must urgently address these influential parameters to reduce TB transmission in prisons. Moreover, further studies are required to determine their relative validity in accurately predicting TB incidence in prison settings. Copyright: © 2024 Mahawan et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2024,,PloS one,19,7,e0305264,,10.1371/journal.pone.0305264,,#448,Mahawan 2024,Nancy Tahmo (2025-04-30 07:00:40)(Select): acknowlegement section; ,""
K-Track-Covid: interactive web-based dashboard for analyzing geographical and temporal spread of COVID-19 in South Korea.,"Song, Hanbyul; Han, Kyulhee; Park, Jiwon; Liu, Zhe; Goo, Taewan; Krishnamurthy, Ashok; Park, Taesung","The COVID-19 pandemic has necessitated the development of robust tools for tracking and modeling the spread of the virus. We present 'K-Track-Covid,' an interactive web-based dashboard developed using the R Shiny framework, to offer users an intuitive dashboard for analyzing the geographical and temporal spread of COVID-19 in South Korea. Our dashboard employs dynamic user interface elements, employs validated epidemiological models, and integrates regional data to offer tailored visual displays. The dashboard allows users to customize their data views by selecting specific time frames, geographic regions, and demographic groups. This customization enables the generation of charts and statistical summaries pertinent to both daily fluctuations and cumulative counts of COVID-19 cases, as well as mortality statistics. Additionally, the dashboard offers a simulation model based on mathematical models, enabling users to make predictions under various parameter settings. The dashboard is designed to assist researchers, policymakers, and the public in understanding the spread and impact of COVID-19, thereby facilitating informed decision-making. All data and resources related to this study are publicly available to ensure transparency and facilitate further research. Copyright © 2024 Song, Han, Park, Liu, Goo, Krishnamurthy and Park.",2024,,Frontiers in public health,12,101616579,1347862,,10.3389/fpubh.2024.1347862,,#464,Song 2024,Nancy Tahmo (2025-04-30 05:09:07)(Select): Crowd-sourcing; ,""
Modeling COVID-19 spread using multi-agent simulation with small-world network approach.,"Fan, Qin; Li, Qun; Chen, Youliang; Tang, Jianbo","BACKGROUND: The rapid global spread of COVID-19 has seriously impacted people's daily lives and the social economy while also posing a threat to their lives. The analysis of infectious disease transmission is of significant importance for the rational allocation of epidemic prevention and control resources, the management of public health emergencies, and the improvement of future public health systems., METHODS: We propose a spatiotemporal COVID-19 transmission model with a neighborhood as an agent unit and an urban spatial network with long and short edge connections. The spreading model includes a network of defined agent attributes, transformation rules, and social relations and a small world network representing agents' social relations. Parameters for each stage are fitted by the Runge-Kutta method combined with the SEIR model. Using the NetLogo development platform, accurate dynamic simulations of the spatial and temporal evolution of the early epidemic were achieved., RESULTS: Experimental results demonstrate that the fitted curves from the four stages agree with actual data, with only a 12.27% difference between the average number of infected agents and the actual number of infected agents after simulating 1 hundred times. Additionally, the model simulates and compares different ""city closure"" scenarios. The results showed that implementing a 'lockdown' 10 days earlier would lead to the peak number of infections occurring 7 days earlier than in the normal scenario, with a reduction of 40.35% in the total number of infections., DISCUSSION: Our methodology emphasizes the crucial role of timely epidemic interventions in curbing the spread of infectious diseases, notably in the predictive assessment and evaluation of lockdown strategies. Furthermore, this approach adeptly forecasts the influence of varying intervention timings on peak infection rates and total case numbers, accurately reflecting real-world virus transmission patterns. This highlights the importance of proactive measures in diminishing epidemic impacts. It furnishes a robust framework, empowering policymakers to refine epidemic response strategies based on a synthesis of predictive modeling and empirical data. Copyright © 2024. The Author(s).",2024,,BMC public health,24,1,672,,10.1186/s12889-024-18157-x,,#476,Fan 2024,Nancy Tahmo (2025-05-01 09:55:37)(Select): Acknowledgement section; ,""
Dynamic Patterns and Modeling of Early COVID-19 Transmission by Dynamic Mode Decomposition.,"Fang, Dehong; Guo, Lei; Hughes, M Courtney; Tan, Jifu","INTRODUCTION: Understanding the transmission patterns and dynamics of COVID-19 is critical to effective monitoring, intervention, and control for future pandemics. The aim of this study was to investigate the spatial and temporal characteristics of COVID-19 transmission during the early stage of the outbreak in the US, with the goal of informing future responses to similar outbreaks., METHODS: We used dynamic mode decomposition (DMD) and national data on COVID-19 cases (April 6, 2020-October 9, 2020) to model the spread of COVID-19 in the US as a dynamic system. DMD can decompose the complex evolution of disease cases into linear combinations of simple spatial patterns or structures (modes) with time-dependent mode amplitudes (coefficients). The modes reveal the hidden dynamic behaviors of the data. We identified geographic patterns of COVID-19 spread and quantified time-dependent changes in COVID-19 cases during the study period., RESULTS: The magnitude analysis from the dominant mode in DMD showed that California, Louisiana, Kansas, Georgia, and Texas had higher numbers of COVID-19 cases than other areas during the study period. States such as Arizona, Florida, Georgia, Massachusetts, New York, and Texas showed simultaneous increases in the number of COVID-19 cases, consistent with data from the Centers for Disease Control and Prevention., CONCLUSION: Results from DMD analysis indicate that certain areas in the US shared similar trends and similar spatiotemporal transmission patterns of COVID-19. These results provide valuable insights into the spread of COVID-19 and can inform policy makers and public health authorities in designing and implementing mitigation interventions.",2023,,Preventing chronic disease,20,101205018,E95,,10.5888/pcd20.230089,,#478,Fang 2023,"",""
Effect of Rapid Urbanization in Mainland China on the Seasonal Influenza Epidemic: Spatiotemporal Analysis of Surveillance Data From 2010 to 2017.,"Lei, Hao; Zhang, Nan; Niu, Beidi; Wang, Xiao; Xiao, Shenglan; Du, Xiangjun; Chen, Tao; Yang, Lei; Wang, Dayan; Cowling, Benjamin; Li, Yuguo; Shu, Yuelong","BACKGROUND: The world is undergoing an unprecedented wave of urbanization. However, the effect of rapid urbanization during the early or middle stages of urbanization on seasonal influenza transmission remains unknown. Since about 70% of the world population live in low-income countries, exploring the impact of urbanization on influenza transmission in urbanized countries is significant for global infection prediction and prevention., OBJECTIVE: The aim of this study was to explore the effect of rapid urbanization on influenza transmission in China., METHODS: We performed spatiotemporal analyses of province-level influenza surveillance data collected in Mainland China from April 1, 2010, to March 31, 2017. An agent-based model based on hourly human contact-related behaviors was built to simulate the influenza transmission dynamics and to explore the potential mechanism of the impact of urbanization on influenza transmission., RESULTS: We observed persistent differences in the influenza epidemic attack rates among the provinces of Mainland China across the 7-year study period, and the attack rate in the winter waves exhibited a U-shaped relationship with the urbanization rates, with a turning point at 50%-60% urbanization across Mainland China. Rapid Chinese urbanization has led to increases in the urban population density and percentage of the workforce but decreases in household size and the percentage of student population. The net effect of increased influenza transmission in the community and workplaces but decreased transmission in households and schools yielded the observed U-shaped relationship., CONCLUSIONS: Our results highlight the complicated effects of urbanization on the seasonal influenza epidemic in China. As the current urbanization rate in China is approximately 59%, further urbanization with no relevant interventions suggests a worrisome increasing future trend in the influenza epidemic attack rate. Copyright ©Hao Lei, Nan Zhang, Beidi Niu, Xiao Wang, Shenglan Xiao, Xiangjun Du, Tao Chen, Lei Yang, Dayan Wang, Benjamin Cowling, Yuguo Li, Yuelong Shu. Originally published in JMIR Public Health and Surveillance (https://publichealth.jmir.org), 07.07.2023.",2023,,JMIR public health and surveillance,9,101669345,e41435,,10.2196/41435,,#480,Lei 2023,Nancy Tahmo (2025-05-01 09:56:26)(Select): Author affiliation; ,""
"Participatory Mathematical Modeling Approach for Policymaking during the First Year of the COVID-19 Crisis, Jordan.","Bellizzi, Saverio; Letchford, Nicholas; Adib, Keyrellous; Probert, William J M; Hancock, Penelope; Alsawalha, Lora; Santoro, Alessio; Profili, Maria C; Aguas, Ricardo; Popescu, Christian; Al Ariqi, Lubna; White, Lisa; Hayajneh, Wail; Obeidat, Nathir; Nabeth, Pierre","We engaged in a participatory modeling approach with health sector stakeholders in Jordan to support government decision-making regarding implementing public health measures to mitigate COVID-19 disease burden. We considered the effect of 4 physical distancing strategies on reducing COVID-19 transmission and mortality in Jordan during March 2020-January 2021: no physical distancing; intermittent physical distancing where all but essential services are closed once a week; intermittent physical distancing where all but essential services are closed twice a week; and a permanent physical distancing intervention. Modeling showed that the fourth strategy would be most effective in reducing cases and deaths; however, this approach was only marginally beneficial to reducing COVID-19 disease compared with an intermittently enforced physical distancing intervention. Scenario-based model influenced policy-making and the evolution of the pandemic in Jordan confirmed the forecasting provided by the modeling exercise and helped confirm the effectiveness of the policy adopted by the government of Jordan.",2023,,Emerging infectious diseases,29,9,1738-1746,,10.3201/eid2909.221493,,#487,Bellizzi 2023,"",""
Keeping kids in school: modelling school-based testing and quarantine strategies during the COVID-19 pandemic in Australia.,"Abeysuriya, Romesh G; Sacks-Davis, Rachel; Heath, Katherine; Delport, Dominic; Russell, Fiona M; Danchin, Margie; Hellard, Margaret; McVernon, Jodie; Scott, Nick","Background: In 2021, the Australian Government Department of Health commissioned a consortium of modelling groups to generate evidence assisting the transition from a goal of no community COVID-19 transmission to 'living with COVID-19', with adverse health and social consequences limited by vaccination and other measures. Due to the extended school closures over 2020-21, maximizing face-to-face teaching was a major objective during this transition. The consortium was tasked with informing school surveillance and contact management strategies to minimize infections and support this goal., Methods: Outcomes considered were infections and days of face-to-face teaching lost in the 45 days following an outbreak within an otherwise COVID-naive school setting. A stochastic agent-based model of COVID-19 transmission was used to evaluate a 'test-to-stay' strategy using daily rapid antigen tests (RATs) for close contacts of a case for 7 days compared with home quarantine; and an asymptomatic surveillance strategy involving twice-weekly screening of all students and/or teachers using RATs., Findings: Test-to-stay had similar effectiveness for reducing school infections as extended home quarantine, without the associated days of face-to-face teaching lost. Asymptomatic screening was beneficial in reducing both infections and days of face-to-face teaching lost and was most beneficial when community prevalence was high., Interpretation: Use of RATs in school settings for surveillance and contact management can help to maximize face-to-face teaching and minimize outbreaks. This evidence supported the implementation of surveillance testing in schools in several Australian jurisdictions from January 2022. Copyright © 2023 Abeysuriya, Sacks-Davis, Heath, Delport, Russell, Danchin, Hellard, McVernon and Scott.",2023,,Frontiers in public health,11,101616579,1150810,,10.3389/fpubh.2023.1150810,,#494,Abeysuriya 2023,Nancy Tahmo (2025-05-01 09:59:08)(Select): Acknowledgment; ,""
"COVID-19 epidemic modelling for policy decision support in Victoria, Australia 2020-2021.","Scott, Nick; Abeysuriya, Romesh G; Delport, Dominic; Sacks-Davis, Rachel; Nolan, Jonathan; West, Daniel; Sutton, Brett; Wallace, Euan M; Hellard, Margaret","BACKGROUND: Policy responses to COVID-19 in Victoria, Australia over 2020-2021 have been supported by evidence generated through mathematical modelling. This study describes the design, key findings, and process for policy translation of a series of modelling studies conducted for the Victorian Department of Health COVID-19 response team during this period., METHODS: An agent-based model, Covasim, was used to simulate the impact of policy interventions on COVID-19 outbreaks and epidemic waves. The model was continually adapted to enable scenario analysis of settings or policies being considered at the time (e.g. elimination of community transmission versus disease control). Model scenarios were co-designed with government, to fill evidence gaps prior to key decisions., RESULTS: Understanding outbreak risk following incursions was critical to eliminating community COVID-19 transmission. Analyses showed risk depended on whether the first detected case was the index case, a primary contact of the index case, or a 'mystery case'. There were benefits of early lockdown on first case detection and gradual easing of restrictions to minimise resurgence risk from undetected cases. As vaccination coverage increased and the focus shifted to controlling rather than eliminating community transmission, understanding health system demand was critical. Analyses showed that vaccines alone could not protect health systems and need to be complemented with other public health measures., CONCLUSIONS: Model evidence offered the greatest value when decisions needed to be made pre-emptively, or for questions that could not be answered with empiric data and data analysis alone. Co-designing scenarios with policy-makers ensured relevance and increased policy translation. Copyright © 2023. The Author(s).",2023,,BMC public health,23,1,988,,10.1186/s12889-023-15936-w,,#497,Scott 2023,"",""
Assessing the impact of varying levels of case detection and contact tracing on COVID-19 transmission in Canada during lifting of restrictive closures using a dynamic compartmental model.,"Ludwig, Antoinette; Berthiaume, Philippe; Orpana, Heather; Nadeau, Claude; Diasparra, Maikol; Barnes, Joel; Hennessy, Deirdre; Otten, Ainsley; Ogden, Nicholas","BACKGROUND: The coronavirus disease 2019 (COVID-19) pandemic began with a detected cluster of pneumonia cases in Wuhan, China in December 2019. Endemic transmission was recognized in Canada in early February 2020, making it urgent for public health stakeholders to have access to robust and reliable tools to support decision-making for epidemic management. The objectives of this paper are to present one of these tools-an aged-stratified dynamic compartmental model developed by the Public Health Agency of Canada in collaboration with Statistics Canada-and to model the impact of non-pharmaceutical interventions on the attack rate of COVID-19 infection in Canada., METHODS: This model simulates the impact of different levels of non-pharmaceutical interventions, including case detection/isolation, contact tracing/quarantine and changes in the level of physical distancing in Canada, as restrictive closures began to be lifted in May 2020., RESULTS: This model allows us to highlight the importance of a relatively high level of detection and isolation of cases, as well as tracing and quarantine of individuals in contact with those cases, in order to avoid a resurgence of the epidemic in Canada as restrictive closures are lifted. Some level of physical distancing by the public will also likely need to be maintained., CONCLUSION: This study underlines the importance of a cautious approach to lifting restrictive closures in this second phase of the epidemic. This approach includes efforts by public health to identify cases and trace contacts, and to encourage Canadians to get tested if they are at risk of having been infected and to maintain physical distancing in public areas.",2020,,Canada communicable disease report = Releve des maladies transmissibles au Canada,46,1112,409-421,,10.14745/ccdr.v46i1112a08,,#502,Ludwig 2020,"",""
Impact of One-Health framework on vaccination cost-effectiveness: A case study of rabies in Ethiopia.,"Beyene, Tariku Jibat; Fitzpatrick, Meagan C; Galvani, Alison P; Mourits, Monique C M; Revie, Crawford W; Cernicchiaro, Natalia; Sanderson, Michael W; Hogeveen, Henk","Livestock losses due to rabies and health and the corresponding benefits of controlling the disease are not often considered when the cost-effectiveness of rabies control is evaluated. In this research, assessed the benefits of applying a One Health perspective that includes these losses to the case of canine rabies vaccination in Ethiopia. We constructed a dynamic epidemiological model of rabies transmission. The model was fit to district-specific data on human rabies exposures and canine demography for two districts with distinct agro-ecologies. The epidemiological model was coupled with human and livestock economic outcomes to predict the health and economic impacts under a range of vaccination scenarios. The model indicates that human exposures, human deaths, and rabies-related livestock losses would decrease monotonically with increasing vaccination coverage. In the rural district, all vaccination scenarios were found to be cost-saving compared to the status quo of no vaccination, as more money could be saved by preventing livestock losses than would be required to fund the vaccination campaigns. Vaccination coverages of 70% and 80% were identified as most likely to provide the greatest net health benefits at the WHO cost-effectiveness threshold over a period of 5years, in urban and rural districts respectively. Shorter time frames led to recommendations for higher coverage in both districts, as did even a minor threat of rabies re-introduction. Exclusion of rabies-related livestock losses reduced the optimal vaccination coverage for the rural district to 50%. This study demonstrated the importance of including all economic consequences of zoonotic disease into control decisions. Analyses that include cattle and other rabies-susceptible livestock are likely better suited to many rural communities in Africa wishing to maximize the benefits of canine vaccination.",2019,,"One health (Amsterdam, Netherlands)",8,101660501,100103,,10.1016/j.onehlt.2019.100103,,#506,Beyene 2019,"",""
Sibanye Methods for Prevention Packages Program Project Protocol: Pilot Study of HIV Prevention Interventions for Men Who Have Sex With Men in South Africa.,"McNaghten, Ad; Kearns, Rachel; Siegler, Aaron J; Phaswana-Mafuya, Nancy; Bekker, Linda-Gail; Stephenson, Rob; Baral, Stefan D; Brookmeyer, Ron; Yah, Clarence S; Lambert, Andrew J; Brown, Benjamin; Rosenberg, Eli; Blalock Tharp, Mondie; de Voux, Alex; Beyrer, Chris; Sullivan, Patrick S","BACKGROUND: Human immunodeficiency virus (HIV) prevention intervention programs and related research for men who have sex with men (MSM) in the southern African region remain limited, despite the emergence of a severe epidemic among this group. With a lack of understanding of their social and sexual lives and HIV risks, and with MSM being a hidden and stigmatized group in the region, optimized HIV prevention packages for southern African MSM are an urgent public health and research priority., OBJECTIVE: The objective of the Sibanye Health Project is to develop and evaluate a combination package of biomedical, behavioral, and community-level HIV prevention interventions and services for MSM in South Africa., METHODS: The project consists of three phases: (1) a comprehensive literature review and summary of current HIV prevention interventions (Phase I), (2) agent-based mathematical modeling of HIV transmission in southern African MSM (Phase II), and (3) formative and stigma-related qualitative research, community engagement, training on providing health care to MSM, and the pilot study (Phase III). The pilot study is a prospective one-year study of 200 men in Cape Town and Port Elizabeth, South Africa. The study will assess a package of HIV prevention services, including condom and condom-compatible lubricant choices, risk-reduction counseling, couples HIV testing and counseling, pre-exposure prophylaxis (PrEP) for eligible men, and non-occupational post-exposure prophylaxis for men with a high risk exposure. The pilot study will begin in October 2014., RESULTS: Preliminary results from all components but the pilot study are available. We developed a literature review database with meta-data extracted from 3800 documents from 67 countries. Modeling results indicate that regular HIV testing and promotion of condom use can significantly impact new HIV infections among South African MSM, even in the context of high coverage of early treatment of HIV-positive men and high coverage of PrEP for at-risk HIV-negative men. Formative qualitative research consisted of 79 in-depth interviews, and six focus group discussions in Cape Town and Port Elizabeth. Analysis of these data has informed pilot study protocol development and has been documented in peer-reviewed manuscripts. Qualitative work regarding stigma faced by South African MSM resulted in finalized scales for use in the pilot study questionnaire. A total of 37 health care providers completed training designed to facilitate clinically and culturally competent care for MSM in the Eastern Cape., CONCLUSIONS: The design of a future, larger study of the HIV prevention package will be conducted at the end of the pilot study, powered to detect efficacy of the prevention package. Data from the updated mathematical model, results of the pilot study, acceptability data, and advancements in HIV prevention sciences will be considered in developing the final proposed package and study design., TRIAL REGISTRATION: ClinicalTrials.gov NCT02043015; http://clinicaltrials.gov/show/NCT02043015 (Archived by WebCite at http://www.webcitation.org/6THvp7rAj).",2014,,JMIR research protocols,3,4,e55,,10.2196/resprot.3737,,#508,McNaghten 2014,"",""
Cost-Effectiveness Analysis of COVID-19 Vaccine Booster Dose in the Thai Setting during the Period of Omicron Variant Predominance.,"Sirison, Kanchanok; Nittayasoot, Natthaprang; Techasuwanna, Ranida; Cetthakrikul, Nisachol; Suphanchaimat, Rapeepong","The Thai government implemented COVID-19 booster vaccines to prevent morbidity and mortality during the spreading of the Omicron variant. However, little is known about which types of vaccine should be invested in as the booster dose for the Thai population. This study aims to investigate the most cost-effective COVID-19 vaccine for a booster shot as empirical evidence for Thai policymakers. This study applied a stochastic simulation based on a compartmental susceptible-exposed-infectious-recovered model and included system dynamics in the model. We evaluated three scenarios: (1) No booster, (2) A viral vector vaccine as the booster dose, (3) An mRNA vaccine as the booster dose. The incremental cost-effectiveness ratio (ICER) was calculated based on provider perspectives. We found the number of cases in scenarios with viral vector and mRNA booster doses to be lower than in the non-booster group. Likewise, the number of deaths in the viral vector and the mRNA booster scenarios was threefold lower than in the no-booster scenario. Moreover, the estimated grand cost for the no-booster scenario was over 100 billion baht, while viral vector and mRNA scenario costs were 70 and 64.7 billion baht, respectively. ICER shows that viral vector and mRNA scenarios are more cost-effective than the no-booster scenario. Viral vector booster shot appeared to be slightly more cost-effective than mRNA booster shot in terms of death aversion. However, being boosted by an mRNA vaccine seemed slightly more cost-effective than a viral vector vaccine concerning case aversion. In conclusion, policies to promote COVID-19 booster shots in the Thai population by either mRNA or viral vector vaccines are likely to be worthwhile for both economic and public health reasons.",2023,,Tropical medicine and infectious disease,8,2,,,10.3390/tropicalmed8020091,,#533,Sirison 2023,"",""
Modeling the impact of surveillance activities combined with physical distancing interventions on COVID-19 epidemics at a local level.,"Chen, Guan-Jhou; Palmer, John R B; Bartumeus, Frederic; Alba-Casals, Ana","Physical distancing and contact tracing are two key components in controlling the COVID-19 epidemics. Understanding their interaction at local level is important for policymakers. We propose a flexible modeling framework to assess the effect of combining contact tracing with different physical distancing strategies. Using scenario tree analyses, we compute the probability of COVID-19 detection using passive surveillance, with and without contact tracing, in metropolitan Barcelona. The estimates of detection probability and the frequency of daily social contacts are fitted into an age-structured susceptible-exposed-infectious-recovered compartmental model to simulate the epidemics considering different physical distancing scenarios over a period of 26 weeks. With the original Wuhan strain, the probability of detecting an infected individual without implementing physical distancing would have been 0.465, 0.515, 0.617, and 0.665 in designated age groups (0-14, 15-49, 50-64, and >65), respectively. As the physical distancing measures were reinforced and the disease circulation decreased, the interaction between the two interventions resulted in a reduction of the detection probabilities; however, despite this reduction, active contact tracing and isolation remained an effective supplement to physical distancing. If we relied solely on passive surveillance for diagnosing COVID-19, the model required a minimal 50% (95% credible interval, 39-69%) reduction of daily social contacts to keep the infected population under 5%, as compared to the 36% (95% credible interval, 22-56%) reduction with contact tracing systems. The simulation with the B.1.1.7 and B.1.167.2 strains shows similar results. Our simulations showed that a functioning contact tracing program would reduce the need for physical distancing and mitigate the COVID-19 epidemics. Copyright © 2022 The Authors.",2022,,Infectious Disease Modelling,7,4,811-822,,10.1016/j.idm.2022.11.001,,#546,Chen 2022,"",""
