Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Projecting COVID-19 intensive care admissions for policy advice, the Netherlands, February 2020 to January 2021.","Klinkenberg, Don; Backer, Jantien; de Keizer, Nicolette; Wallinga, Jacco","Background Model projections of coronavirus disease 2019 (COVID-19) incidence help policymakers about decisions to implement or lift control measures. During the pandemic, policymakers in the Netherlands were informed on a weekly basis with short-term projections of COVID-19 intensive care unit (ICU) admissions.AimWe aimed at developing a model on ICU admissions and updating a procedure for informing policymakers. MethodThe projections were produced using an age-structured transmission model. A consistent, incremental update procedure integrating all new surveillance and hospital data was conducted weekly. First, up-to-date estimates for most parameter values were obtained through re-analysis of all data sources. Then, estimates were made for changes in the age-specific contact rates in response to policy changes. Finally, a piecewise constant transmission rate was estimated by fitting the model to reported daily ICU admissions, with a changepoint analysis guided by Akaike's Information Criterion. Results The model and update procedure allowed us to make weekly projections. Most 3-week prediction intervals were accurate in covering the later observed numbers of ICU admissions. When projections were too high in March and August 2020 or too low in November 2020, the estimated effectiveness of the policy changes was adequately adapted in the changepoint analysis based on the natural accumulation of incoming data. Conclusion The model incorporates basic epidemiological principles and most model parameters were estimated per data source. Therefore, it had potential to be adapted to a more complex epidemiological situation with the rise of new variants and the start of vaccination.",2024,,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,29,10,,,10.2807/1560-7917.ES.2024.29.10.2300336,,#472,Klinkenberg 2024,"",""
How individuals' opinions influence society's resistance to epidemics: an agent-based model approach.,"Yu, Geonsik; Garee, Michael; Ventresca, Mario; Yih, Yuehwern","BACKGROUND: Protecting public health from infectious diseases often relies on the cooperation of citizens, especially when self-care interventions are the only viable tools for disease mitigation. Accordingly, social aspects related to public opinion have been studied in the context of the recent COVID-19 pandemic. However, a comprehensive understanding of the effects of opinion-related factors on disease spread still requires further exploration., METHODS: We propose an agent-based simulation framework incorporating opinion dynamics within an epidemic model based on the assumption that mass media channels play a leading role in opinion dynamics. The model simulates how opinions about preventive interventions change over time and how these changes affect the cumulative number of cases. We calibrated our simulation model using YouGov survey data and WHO COVID-19 new cases data from 15 different countries. Based on the calibrated models, we examine how different opinion-related factors change the consequences of the epidemic. We track the number of total new infections for analysis., RESULTS: Our results reveal that the initial level of public opinion on preventive interventions has the greatest impact on the cumulative number of cases. Its normalized permutation importance varies between 69.67% and 96.65% in 15 models. The patterns shown in the partial dependence plots indicate that other factors, such as the usage of the pro-intervention channel and the response time of media channels, can also bring about substantial changes in disease dynamics, but only within specific ranges of the dominant factor., CONCLUSIONS: Our results reveal the importance of public opinion on intervention during the early stage of the pandemic in protecting public health. The findings suggest that persuading the public to take actions they may be hesitant about in the early stages of epidemics is very costly because taking early action is critical for mitigating infectious diseases. Other opinion-related factors can also lead to significant changes in epidemics, depending on the average level of public opinion in the initial stage. These findings underscore the importance of media channels and authorities in delivering accurate information and persuading community members to cooperate with public health policies. Copyright © 2024. The Author(s).",2024,,BMC public health,24,1,863,,10.1186/s12889-024-18310-6,,#474,Yu 2024,"",""
Planning for healthcare services during the COVID-19 pandemic in the Southeast of England: a system dynamics modelling approach.,"George, Abraham; Lacey, Peter; Badrinath, Padmanabhan; Gray, Alex; Turner, Paul; Harwood, Chris; Gregson, Mark","OBJECTIVES: To develop, test, validate and implement a system dynamics model to simulate the pandemic progress and the impact of various interventions on viral spread, healthcare utilisation and demand in secondary care., DESIGN: We adopted the system dynamics model incorporating susceptible, exposed, infection and recovery framework to simulate the progress of the pandemic and how the interventions for the COVID-19 response influence the outcomes with a focus on secondary care., SETTING: This study was carried out covering all the local health systems in Southeast of England with a catchment population of six million with a specific focus on Kent and Medway system., PARTICIPANTS: Six local health systems in Southeast of England using Kent and Medway as a case study., INTERVENTIONS: Short to medium 'what if' scenarios incorporating human behaviour, non-pharmaceutical interventions and medical interventions were tested using the model with regular and continuous feedback of the model results to the local health system leaders for monitoring, planning and rapid response as needed., MAIN OUTCOME MEASURES: Daily output from the model which included number infected in the population, hospital admissions needing COVID-19 care, occupied general beds, continuous positive airway pressure beds, intensive care beds, hospital discharge pathways and deaths., RESULTS: We successfully implemented a regional series of models based on the local population needs which were used in healthcare planning as part of the pandemic response., CONCLUSIONS: In this study, we have demonstrated the utility of system dynamics modelling incorporating local intelligence and collaborative working during the pandemic to respond rapidly and take decisions to protect the population. This led to strengthened cooperation among partners and ensured that the local population healthcare needs were met. Copyright © Author(s) (or their employer(s)) 2023. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2023,,BMJ open,13,12,e072975,,10.1136/bmjopen-2023-072975,,#477,George 2023,"",""
Analysis of metapopulation models of the transmission of SARS-CoV-2 in the United States.,"Vo, MyVan; Feng, Zhilan; Glasser, John W; Clarke, Kristie E N; Jones, Jefferson N","During the COVID-19 pandemic, renewal equation estimates of time-varying effective reproduction numbers were useful to policymakers in evaluating the need for and impact of mitigation measures. Our objective here is to illustrate the utility of mechanistic expressions for the basic and effective (or intrinsic and realized) reproduction numbers, [Formula: see text] and related quantities derived from a Susceptible-Exposed-Infectious-Removed (SEIR) model including features of COVID-19 that might affect transmission of SARS-CoV-2, including asymptomatic, pre-symptomatic, and symptomatic infections, with which people may be hospitalized. Expressions from homogeneous host population models can be analyzed to determine the effort needed to reduce [Formula: see text] from [Formula: see text] to 1 and contributions of modeled mitigation measures. Our model is stratified by age, 0-4, 5-9, ..., 75+ years, and location, the 50 states plus District of Columbia. Expressions from such heterogeneous host population models include subpopulation reproduction numbers, contributions from the above-mentioned infectious states, metapopulation numbers, subpopulation contributions, and equilibrium prevalence. While the population-immunity at which [Formula: see text] has captured the popular imagination, the metapopulation [Formula: see text] could be attained in an infinite number of ways even if only one intervention (e.g., vaccination) were capable of reducing [Formula: see text] However, gradients of expressions derived from heterogeneous host population models,[Formula: see text] can be evaluated to identify optimal allocations of limited resources among subpopulations. We illustrate the utility of such analytical results by simulating two hypothetical vaccination strategies, one uniform and other indicated by [Formula: see text] as well as the actual program estimated from one of the CDC's nationwide seroprevalence surveys conducted from mid-summer 2020 through the end of 2021. Copyright © 2023. This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply.",2023,,Journal of mathematical biology,87,2,24,,10.1007/s00285-023-01948-y,,#481,Vo 2023,"",""
"Spatially-targeted tuberculosis screening has limited impact beyond household contact tracing in Lima, Peru: A model-based analysis.","Havumaki, Joshua; Warren, Joshua L; Zelner, Jon; Menzies, Nicolas A; Calderon, Roger; Contreras, Carmen; Lecca, Leonid; Becerra, Mercedes C; Murray, Megan; Cohen, Ted","Mathematical models have suggested that spatially-targeted screening interventions for tuberculosis may efficiently accelerate disease control, but empirical data supporting these findings are limited. Previous models demonstrating substantial impacts of these interventions have typically simulated large-scale screening efforts and have not attempted to capture the spatial distribution of tuberculosis in households and communities at a high resolution. Here, we calibrate an individual-based model to the locations of case notifications in one district of Lima, Peru. We estimate the incremental efficiency and impact of a spatially-targeted interventions used in combination with household contact tracing (HHCT). Our analysis reveals that HHCT is relatively efficient with a median of 40 (Interquartile Range: 31.7 to 49.9) household contacts required to be screened to detect a single case of active tuberculosis. However, HHCT has limited population impact, producing a median incidence reduction of only 3.7% (Interquartile Range: 5.8% to 1.9%) over 5 years. In comparison, spatially targeted screening (which we modeled as active case finding within high tuberculosis prevalence areas 100 m2 grid cell) is far less efficient, requiring evaluation of =12 times the number of individuals as HHCT to find a single individual with active tuberculosis. Furthermore, the addition of the spatially targeted screening effort produced only modest additional reductions in tuberculosis incidence over the 5 year period (=1.3%) in tuberculosis incidence. In summary, we found that HHCT is an efficient approach for tuberculosis case finding, but has limited population impact. Other screening approaches which target areas of high tuberculosis prevalence are less efficient, and may have limited impact unless very large numbers of individuals can be screened. Copyright: © 2023 Havumaki et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2023,,PloS one,18,10,e0293519,,10.1371/journal.pone.0293519,,#482,Havumaki 2023,"",""
The optimisation of public health emergency governance: a simulation study based on COVID-19 pandemic control policy.,"Yang, Keng; Qi, Hanying","BACKGROUND: The outbreak of the COVID-19 pandemic sparked numerous studies on policy options for managing public health emergencies, especially regarding how to choose the intensity of prevention and control to maintain a balance between economic development and disease prevention., METHODS: We constructed a cost-benefit model of COVID-19 pandemic prevention and control policies based on an epidemic transmission model. On this basis, numerical simulations were performed for different economies to analyse the dynamic evolution of prevention and control policies. These economies include areas with high control costs, as seen in high-income economies, and areas with relatively low control costs, exhibited in upper-middle-income economies., RESULTS: The simulation results indicate that, at the outset of the COVID-19 pandemic, both high-and low-cost economies tended to enforce intensive interventions. However, as the virus evolved, particularly in circumstances with relatively rates of reproduction, short incubation periods, short spans of infection and low mortality rates, high-cost economies became inclined to ease restrictions, while low-cost economies took the opposite approach. However, the consideration of additional costs incurred by the non-infected population means that a low-cost economy is likely to lift restrictions as well., CONCLUSIONS: This study concludes that variations in prevention and control policies among nations with varying income levels stem from variances in virus transmission characteristics, economic development, and control costs. This study can help researchers and policymakers better understand the differences in policy choice among various economies as well as the changing trends of dynamic policy choices, thus providing a certain reference value for the policy direction of global public health emergencies. Copyright © 2023. The Author(s).",2023,,Globalization and health,19,1,95,,10.1186/s12992-023-00996-9,,#483,Yang 2023,"",""
Analysis of HBV and COVID-19 Coinfection Model with Intervention Strategies.,"Teklu, Shewafera Wondimagegnhu","Coinfection of hepatitis B virus (HBV) and COVID-19 is a common public health problem throughout some nations in the world. In this study, a mathematical model for hepatitis B virus (HBV) and COVID-19 coinfection is constructed to investigate the effect of protection and treatment mechanisms on its spread in the community. Necessary conditions of the proposed model nonnegativity and boundedness of solutions are analyzed. We calculated the model reproduction numbers and carried out the local stabilities of disease-free equilibrium points whenever the associated reproduction number is less than unity. Using the well-known Castillo-Chavez criteria, the disease-free equilibrium points are shown to be globally asymptotically stable whenever the associated reproduction number is less than unity. Sensitivity analysis proved that the most influential parameters are transmission rates. Moreover, we carried out numerical simulation and shown results: some parameters have high spreading effect on the disease transmission, single infections have great impact on the coinfection transmission, and using protections and treatments simultaneously is the most effective strategy to minimize and also to eradicate the HBV and COVID-19 coinfection spreading in the community. It is concluded that to control the transmission of both diseases in a population, efforts must be geared towards preventing incident infection with either or both diseases. Copyright © 2023 Shewafera Wondimagegnhu Teklu.",2023,,Computational and mathematical methods in medicine,2023,101277751,6908757,,10.1155/2023/6908757,,#486,Teklu 2023,"",""
Impact of school operating scenarios on COVID-19 transmission under vaccination in the U.S.: an agent-based simulation model.,"Weng, Xingran; Chen, Qiushi; Sathapathi, Tarun Kumar; Yin, Xin; Wang, Li","At the height of the COVID-19 pandemic, K-12 schools struggled to safely operate under the fast-changing pandemic situation. However, little is known about the impact of different school operating scenarios considering the ongoing efforts of vaccination. In this study, we deployed an agent-based simulation model to mimic disease transmission in a mid-sized community consisting of 10,000 households. A total of eight school operating scenarios were simulated, in decreasing order of restrictiveness regarding COVID-19 mitigation measures. When masks were worn at school, work, and community environments, increasing in-person education from 50% to 100% would result in only 1% increase in cumulative infections. When there were no masks nor contact tracing while schools were 100% in person, the cumulative infection increased by 86% compared to the scenario when both masking and contact tracing were in place. In the sensitivity analysis for vaccination efficacy, we found that higher vaccination efficacy was essential in reducing overall infections. Our findings showed that full in-person education was safe, especially when contact tracing, masking, and widespread vaccination were in place. If no masking nor contact tracing was practiced, the transmission would rose dramatically but eventually slow down due to herd immunity. Copyright © 2023. Springer Nature Limited.",2023,,Scientific reports,13,1,12836,,10.1038/s41598-023-37980-7,,#488,Weng 2023,"",""
Leveraging an epidemic-economic mathematical model to assess human responses to COVID-19 policies and disease progression.,"Avusuglo, Wisdom S; Bragazzi, Nicola; Asgary, Ali; Orbinski, James; Wu, Jianhong; Kong, Jude Dzevela","It is imperative that resources are channelled towards programs that are efficient and cost effective in combating the spread of COVID-19, the disease caused by the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). This study proposed and analyzed control strategies for that purpose. We developed a mathematical disease model within an optimal control framework that allows us to investigate the best approach for curbing COVID-19 epidemic. We address the following research question: what is the role of community compliance as a measure for COVID-19 control? Analyzing the impact of community compliance of recommended guidelines by health authorities-examples, social distancing, face mask use, and sanitizing-coupled with efforts by health authorities in areas of vaccine provision and effective quarantine-showed that the best intervention in addition to implementing vaccination programs and effective quarantine measures, is the active incorporation of individuals' collective behaviours, and that resources should also be directed towards community campaigns on the importance of face mask use, social distancing, and frequent sanitizing, and any other collective activities. We also demonstrated that collective behavioral response of individuals influences the disease dynamics; implying that recommended health policy should be contextualized. Copyright © 2023. Springer Nature Limited.",2023,,Scientific reports,13,1,12842,,10.1038/s41598-023-39723-0,,#489,Avusuglo 2023,"",""
"An agent-based model of binge drinking, inequitable gender norms and their contribution to HIV transmission, with application to South Africa.","Johnson, Leigh F; Kubjane, Mmamapudi; de Voux, Alex; Ohrnberger, Julius; Tlali, Mpho","BACKGROUND: Binge drinking, inequitable gender norms and sexual risk behaviour are closely interlinked. This study aims to model the potential effect of alcohol counselling interventions (in men and women) and gender-transformative interventions (in men) as strategies to reduce HIV transmission., METHODS: We developed an agent-based model of HIV and other sexually transmitted infections, allowing for effects of binge drinking on sexual risk behaviour, and effects of inequitable gender norms (in men) on sexual risk behaviour and binge drinking. The model was applied to South Africa and was calibrated using data from randomized controlled trials of alcohol counselling interventions (n = 9) and gender-transformative interventions (n = 4) in sub-Saharan Africa. The model was also calibrated to South African data on alcohol consumption and acceptance of inequitable gender norms. Binge drinking was defined as five or more drinks on a single day, in the last month., RESULTS: Binge drinking is estimated to be highly prevalent in South Africa (54% in men and 35% in women, in 2021), and over the 2000-2021 period 54% (95% CI: 34-74%) of new HIV infections occurred in binge drinkers. Binge drinking accounted for 6.8% of new HIV infections (0.0-32.1%) over the same period, which was mediated mainly by an effect of binge drinking in women on engaging in casual sex. Inequitable gender norms accounted for 17.5% of incident HIV infections (0.0-68.3%), which was mediated mainly by an effect of inequitable gender norms on male partner concurrency. A multi-session alcohol counselling intervention that reaches all binge drinkers would reduce HIV incidence by 1.2% (0.0-2.5%) over a 5-year period, while a community-based gender-transformative intervention would reduce incidence by 3.2% (0.8-7.2%) or by 7.3% (0.6-21.2%) if there was no waning of intervention impact., CONCLUSIONS: Although binge drinking and inequitable gender norms contribute substantially to HIV transmission in South Africa, recently-trialled alcohol counselling and gender-transformative interventions are likely to have only modest effects on HIV incidence. Further innovation in developing locally-relevant interventions to address binge drinking and inequitable gender norms is needed. Copyright © 2023. The Author(s).",2023,,BMC infectious diseases,23,1,500,,10.1186/s12879-023-08470-y,,#490,Johnson 2023,"",""
Adaptive group testing strategy for infectious diseases using social contact graph partitions.,"Zhang, Jingyi; Heath, Lenwood S","Mass testing is essential for identifying infected individuals during an epidemic and allowing healthy individuals to return to normal social activities. However, testing capacity is often insufficient to meet global health needs, especially during newly emerging epidemics. Dorfman's method, a classic group testing technique, helps reduce the number of tests required by pooling the samples of multiple individuals into a single sample for analysis. Dorfman's method does not consider the time dynamics or limits on testing capacity involved in infection detection, and it assumes that individuals are infected independently, ignoring community correlations. To address these limitations, we present an adaptive group testing (AGT) strategy based on graph partitioning, which divides a physical contact network into subgraphs (groups of individuals) and assigns testing priorities based on the social contact characteristics of each subgraph. Our AGT aims to maximize the number of infected individuals detected and minimize the number of tests required. After each testing round (perhaps on a daily basis), the testing priority is increased for each neighboring group of known infected individuals. We also present an enhanced infectious disease transmission model that simulates the dynamic spread of a pathogen and evaluate our AGT strategy using the simulation results. When applied to 13 social contact networks, AGT demonstrates significant performance improvements compared to Dorfman's method and its variations. Our AGT strategy requires fewer tests overall, reduces disease spread, and retains robustness under changes in group size, testing capacity, and other parameters. Testing plays a crucial role in containing and mitigating pandemics by identifying infected individuals and helping to prevent further transmission in families and communities. By identifying infected individuals and helping to prevent further transmission in families and communities, our AGT strategy can have significant implications for public health, providing guidance for policymakers trying to balance economic activity with the need to manage the spread of infection. Copyright © 2023. The Author(s).",2023,,Scientific reports,13,1,12102,,10.1038/s41598-023-39326-9,,#491,Zhang 2023,"",""
Analysis of the different interventions scenario for programmatic measles control in Bangladesh: A modelling study.,"Kuddus, Md Abdul; Rahman, Azizur; Alam, Farzana; Mohiuddin, M","In recent years measles has been one of the most critical public health problem in Bangladesh. Although the Ministry of Health in Bangladesh employs a broad extension of measles control policies, logistical challenges exist, and there is significant doubt regarding the disease burden. Mathematical modelling of measles is considered one of the most effective ways to understand infection transmission and estimate parameters in different countries, such as Bangladesh. In this study, a mathematical modelling framework is presented to explore the dynamics of measles in Bangladesh. We calibrated the model using cumulative measles incidence data from 2000 to 2019. Also, we performed a sensitivity analysis of the model parameters and found that the contact rate had the most significant influence on the basic reproduction number R0. Four hypothetical intervention scenarios were developed and simulated for the period from 2020 to 2035. The results show that the scenario which combines enhanced treatment for exposed and infected population, first and second doses of vaccine is the most effective at rapidly reducing the total number of measles incidence and mortality in Bangladesh. Our findings also suggest that strategies that focus on a single interventions do not dramatically affect the decline in measles incidence cases; instead, those that combine two or more interventions simultaneously are the most effective in decreasing the burden of measles incidence and mortality. In addition, we also evaluated the cost-effectiveness of varying combinations of three basic control strategies including distancing, vaccination and treatment, all within the optimal control framework. Our finding suggested that combines distancing, vaccination and treatment control strategy is the most cost-effective for reducing the burden of measles in Bangladesh. Other strategies can be comprised to measles depending on the availability of funds and policymakers' choices. Copyright: © 2023 Kuddus et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2023,,PloS one,18,6,e0283082,,10.1371/journal.pone.0283082,,#493,Kuddus 2023,"",""
Spatial heterogeneity and infection patterns on epidemic transmission disclosed by a combined contact-dependent dynamics and compartmental model.,"Zhu, Youyuan; Shen, Ruizhe; Dong, Hao; Wang, Wei","Epidemics, such as COVID-19, have caused significant harm to human society worldwide. A better understanding of epidemic transmission dynamics can contribute to more efficient prevention and control measures. Compartmental models, which assume homogeneous mixing of the population, have been widely used in the study of epidemic transmission dynamics, while agent-based models rely on a network definition for individuals. In this study, we developed a real-scale contact-dependent dynamic (CDD) model and combined it with the traditional susceptible-exposed-infectious-recovered (SEIR) compartment model. By considering individual random movement and disease spread, our simulations using the CDD-SEIR model reveal that the distribution of agent types in the community exhibits spatial heterogeneity. The estimated basic reproduction number R0 depends on group mobility, increasing logarithmically in strongly heterogeneous cases and saturating in weakly heterogeneous conditions. Notably, R0 is approximately independent of virus virulence when group mobility is low. We also show that transmission through small amounts of long-term contact is possible due to short-term contact patterns. The dependence of R0 on environment and individual movement patterns implies that reduced contact time and vaccination policies can significantly reduce the virus transmission capacity in situations where the virus is highly transmissible (i.e., R0 is relatively large). This work provides new insights into how individual movement patterns affect virus spreading and how to protect people more efficiently. Copyright: © 2023 Zhu et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2023,,PloS one,18,6,e0286558,,10.1371/journal.pone.0286558,,#495,Zhu 2023,"",""
Mathematical model analysis of effective intervention strategies on transmission dynamics of hepatitis B virus.,"Wodajo, Firaol Asfaw; Gebru, Dawit Melesse; Alemneh, Haileyesus Tessema","Hepatitis B is one of the world's most common and severe infectious diseases. Worldwide, over 350 million people are currently estimated to be persistent carriers of the hepatitis B virus (HBV), with the death of 1 million people from the chronic stage of HBV infection. In this work, developed a nonlinear mathematical model for the transmission dynamics of HBV. We constructed the mathematical model by considering vaccination, treatment, migration, and screening effects. We calculated both disease-free and endemic equilibrium points for our model. Using the next-generation matrix, an effective reproduction number for the model is calculated. We also proved the asymptotic stability of both local and global asymptotically stability of disease-free and endemic equilibrium points. By calculating the sensitivity indices, the most sensitive parameters that are most likely to affect the disease's endemicity are identified. From the findings of this work, we recommend vaccination of the entire population and screening all the exposed and migrants. Additionally, early treatment of both the exposed class after screening and the chronically infected class is vital to decreasing the transmission of HBV in the community. Copyright © 2023. The Author(s).",2023,,Scientific reports,13,1,8737,,10.1038/s41598-023-35815-z,,#496,Wodajo 2023,"",""
Mathematical modeling of HIV-HCV co-infection model: Impact of parameters on reproduction number.,"Abiodun, Oluwakemi E; Adebimpe, Olukayode; Ndako, James A; Oludoun, Olajumoke; Aladeitan, Benedicta; Adeniyi, Michael","Background: Hepatitis C Virus (HCV) and Human Immunodeficiency Virus (HIV) are both as classified blood-borne viruses since they are transmitted through contact with contaminated blood. Approximately 1.3 million of the 2.75 million global HIV/HCV carriers inject drugs (PWID). HIV co-infection has a harmful effect on the progression of HCV, resulting in greater rates of HCV persistence after acute infection, higher viral levels, and accelerated progression of liver fibrosis and end-stage liver disease. In this study, we developed and investigated a mathematical model for the dynamical behavior of HIV/AIDS and HCV co-infection, which includes therapy for both diseases, vertical transmission in HIV cases, unawareness and awareness of HIV infection, inefficient HIV treatment follow-up, and efficient condom use. Methods: Positivity and boundedness of the model under investigation were established using well-known theorems. The equilibria were demonstrated by bringing all differential equations to zero. The associative reproduction numbers for mono-infected and dual-infected models were calculated using the next-generation matrix approach. The local and global stabilities of the models were validated using the linearization and comparison theorem and the negative criterion techniques of bendixson and dulac, respectively. Results: The growing prevalence of HIV treatment dropout in each compartment of the HIV model led to a reduction in HIV on treatment compartments while other compartments exhibited an increase in populations . In dually infected patients, treating HCV first reduces co-infection reproduction number R ech , which reduces liver cancer risk. Conclusions: From the model's results, we infer various steps that policymakers could take to reduce the number of mono-infected and co-infected individuals. Copyright: © 2022 Abiodun OE et al.",2022,,F1000Research,11,101594320,1153,,10.12688/f1000research.124555.1,,#499,Abiodun 2022,"",""
The Signature Features of COVID-19 Pandemic in a Hybrid Mathematical Model-Implications for Optimal Work-School Lockdown Policy.,"Lazebnik, Teddy; Bunimovich-Mendrazitsky, Svetlana","The new COVID-19 pandemic has challenged policymakers on key issues. Most countries have adopted ""lockdown"" policies to reduce the spatial spread of COVID-19, but they have damaged the economic and moral fabric of society. Mathematical modeling in non-pharmaceutical intervention policy management has proven to be a major weapon in this fight due to the lack of an effective COVID-19 vaccine. A new hybrid model for COVID-19 dynamics using both an age-structured mathematical model based on the SIRD model and spatio-temporal model in silico is presented, analyzing the data of COVID-19 in Israel. Using the hybrid model, a method for estimating the reproduction number of an epidemic in real-time from the data of daily notification of cases is introduced. The results of the proposed model are confirmed by the Israeli Lockdown experience with a mean square error of 0.205 over 2 weeks. The use of mathematical models promises to reduce the uncertainty in the choice of ""Lockdown"" policies. The unique use of contact details from 2 classes (children and adults), the interaction of populations depending on the time of day, and several physical locations, allow a new look at the differential dynamics of the spread and control of infection. Copyright © 2021 Wiley-VCH GmbH.",2021,,Advanced theory and simulations,4,5,2000298,,10.1002/adts.202000298,,#500,Lazebnik 2021,"",""
Developing a Research Network of Early Warning Systems for Infectious Diseases Transmission Between China and Australia.,"Lu, Cynthia; Wang, Liping; Barr, Ian; Lambert, Stephen; Mengersen, Kerrie; Yang, Weizhong; Li, Zhongjie; Si, Xiaohan; McClymont, Hannah; Haque, Shovanur; Gan, Ting; Vardoulakis, Sotiris; Bambrick, Hilary; Hu, Wenbiao","This article offers a thorough review of current early warning systems (EWS) and advocates for establishing a unified research network for EWS in infectious diseases between China and Australia. We propose that future research should focus on improving infectious disease surveillance by integrating data from both countries to enhance predictive models and intervention strategies. The article highlights the need for standardized data formats and terminologies, improved surveillance capabilities, and the development of robust spatiotemporal predictive models. It concludes by examining the potential benefits and challenges of this collaborative approach and its implications for global infectious disease surveillance. This is particularly relevant to the ongoing project, early warning systems for Infectious Diseases between China and Australia (NetEWAC), which aims to use seasonal influenza as a case study to analyze influenza trends, peak activities, and potential inter-hemispheric transmission patterns. The project seeks to integrate data from both hemispheres to improve outbreak predictions and develop a spatiotemporal predictive modeling system for seasonal influenza transmission based on socio-environmental factors. Copyright and License information: Editorial Office of CCDCW, Chinese Center for Disease Control and Prevention 2024.",2024,,China CDC weekly,6,30,740-753,,10.46234/ccdcw2024.166,,#501,Lu 2024,"",""
Improving tuberculosis control: assessing the value of medical masks and case detection-a multi-country study with cost-effectiveness analysis.,"Aldila, Dipo; Fardian, Basyar Lauzha; Chukwu, Chidozie Williams; Hifzhudin Noor Aziz, Muhamad; Kamalia, Putri Zahra","Tuberculosis (TB) remains a significant global health concern, necessitating effective control strategies. This article presents a mathematical model to evaluate the comparative effectiveness of medical mask usage and case detection in TB control. The model is constructed as a system of ordinary differential equations and incorporates crucial aspects of TB dynamics, including slow-fast progression, medical mask use, case detection, treatment interventions and differentiation between symptomatic and asymptomatic cases. A key objective of TB control is to ensure that the reproduction number, Rc , remains below unity to achieve TB elimination or persistence if Rc exceeds 1. Our mathematical analysis reveals the presence of a transcritical bifurcation when the Rc = 1 signifies a critical juncture in TB control strategies. These results confirm that the effectiveness of case detection in diminishing the endemic population of symptomatic individuals within a TB-endemic equilibrium depends on exceeding a critical threshold value. Furthermore, our model is calibrated using TB yearly case incidence data per 100 000 population from Indonesia, India, Lesotho and Angola. We employed the bootstrap resampling residual approach to assess the uncertainty inherent in our parameter estimates which provides a comprehensive distribution of the parameter values. Despite a declining trend in new incidence, these four countries exhibit a reproduction number greater than 1, indicating persistent TB cases in the presence of ongoing TB control programmes. We employ the partial rank correlation coefficient in conjunction with the Latin hypercube sampling method to conduct a global sensitivity analysis of the Rc parameter for each fitted parameter in every country. We find that the medical mask use is more sensitive to reduce Rc compared with the case detection implementation. To further gain insight into the necessary control strategy, we formulated an optimal control and studied the cost-effectiveness analysis of our model to investigate the impact of case detection and medical mask use as control measures in TB spread. Cost-effectiveness analysis demonstrates that combining these interventions emerges as the most cost-effective strategy for TB control. Our findings highlight the critical importance of medical masks and their efficacy coupled with case detection in shaping TB control dynamics, elucidating the primary parameter of concern for managing the control reproduction number. We envisage our findings to have implications and be vital for TB control if implemented by policymakers and healthcare practitioners involved in TB control efforts. Copyright © 2024 The Authors.",2024,,Royal Society open science,11,6,231715,,10.1098/rsos.231715,,#503,Aldila 2024,"",""
"Predictions, role of interventions and effects of a historic national lockdown in India's response to the COVID-19 pandemic: data science call to arms.","Ray, Debashree; Salvatore, Maxwell; Bhattacharyya, Rupam; Wang, Lili; Du, Jiacong; Mohammed, Shariq; Purkayastha, Soumik; Halder, Aritra; Rix, Alexander; Barker, Daniel; Kleinsasser, Michael; Zhou, Yiwang; Bose, Debraj; Song, Peter; Banerjee, Mousumi; Baladandayuthapani, Veerabhadran; Ghosh, Parikshit; Mukherjee, Bhramar","With only 536 cases and 11 fatalities, India took the historic decision of a 21-day national lockdown on March 25. The lockdown was first extended to May 3 soon after the analysis of this paper was completed, and then to May 18 while this paper was being revised. In this paper, we use a Bayesian extension of the Susceptible-Infected-Removed (eSIR) model designed for intervention forecasting to study the short- and long-term impact of an initial 21-day lockdown on the total number of COVID-19 infections in India compared to other less severe non-pharmaceutical interventions. We compare effects of hypothetical durations of lockdown on reducing the number of active and new infections. We find that the lockdown, if implemented correctly, can reduce the total number of cases in the short term, and buy India invaluable time to prepare its healthcare and disease-monitoring system. Our analysis shows we need to have some measures of suppression in place after the lockdown for increased benefit (as measured by reduction in the number of cases). A longer lockdown between 42-56 days is preferable to substantially ""flatten the curve"" when compared to 21-28 days of lockdown. Our models focus solely on projecting the number of COVID-19 infections and, thus, inform policymakers about one aspect of this multi-faceted decision-making problem. We conclude with a discussion on the pivotal role of increased testing, reliable and transparent data, proper uncertainty quantification, accurate interpretation of forecasting models, reproducible data science methods and tools that can enable data-driven policymaking during a pandemic. Our software products are available at covind19.org.",2020,,Harvard data science review,2020,Suppl 1,,,10.1162/99608f92.60e08ed5,,#504,Ray 2020,"",""
