Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Spatiotemporal modeling of first and second wave outbreak dynamics of COVID-19 in Germany.,"Lippold, Dorothee; Kergasner, Andreas; Burkhardt, Christian; Kergasner, Matthias; Loos, Jonas; Nistler, Sarah; Steinmann, Paul; Budday, Dominik; Budday, Silvia","The COVID-19 pandemic has kept the world in suspense for the past year. In most federal countries such as Germany, locally varying conditions demand for state- or county-level decisions to adapt to the disease dynamics. However, this requires a deep understanding of the mesoscale outbreak dynamics between microscale agent models and macroscale global models. Here, we use a reparameterized SIQRD network model that accounts for local political decisions to predict the spatiotemporal evolution of the pandemic in Germany at county resolution. Our optimized model reproduces state-wise cumulative infections and deaths as reported by the Robert Koch Institute and predicts the development for individual counties at convincing accuracy during both waves in spring and fall of 2020. We demonstrate the dominating effect of local infection seeds and identify effective measures to attenuate the rapid spread. Our model has great potential to support decision makers on a state and community politics level to individually strategize their best way forward during the months to come. Copyright © 2021. The Author(s).",2022,/,Biomechanics and modeling in mechanobiology,21,1,119-133,,https://dx.doi.org/10.1007/s10237-021-01520-x,34613527,#2387,Lippold 2022,"",""
The basic reproduction number of COVID-19 across Africa.,"Iyaniwura, Sarafa A; Rabiu, Musa; David, Jummy F; Kong, Jude D","The pandemic of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) took the world by surprise. Following the first outbreak of COVID-19 in December 2019, several models have been developed to study and understand its transmission dynamics. Although the spread of COVID-19 is being slowed down by vaccination and other interventions, there is still a need to have a clear understanding of the evolution of the pandemic across countries, states and communities. To this end, there is a need to have a clearer picture of the initial spread of the disease in different regions. In this project, we used a simple SEIR model and a Bayesian inference framework to estimate the basic reproduction number of COVID-19 across Africa. Our estimates vary between 1.98 (Sudan) and 9.66 (Mauritius), with a median of 3.67 (90% CrI: 3.31-4.12). The estimates provided in this paper will help to inform COVID-19 modeling in the respective countries/regions.",2022,/,PloS one,17,2,e0264455,,https://dx.doi.org/10.1371/journal.pone.0264455,35213645,#2397,Iyaniwura 2022,"",""
Deep learning forecasting using time-varying parameters of the SIRD model for Covid-19.,"Bousquet, Arthur; Conrad, William H; Sadat, Said Omer; Vardanyan, Nelli; Hong, Youngjoon","Accurate epidemiological models are necessary for governments, organizations, and individuals to respond appropriately to the ongoing novel coronavirus pandemic. One informative metric epidemiological models provide is the basic reproduction number ([Formula: see text]), which can describe if the infected population is growing ([Formula: see text]) or shrinking ([Formula: see text]). We introduce a novel algorithm that incorporates the susceptible-infected-recovered-dead model (SIRD model) with the long short-term memory (LSTM) neural network that allows for real-time forecasting and time-dependent parameter estimates, including the contact rate, [Formula: see text], and deceased rate, [Formula: see text]. With an accurate prediction of [Formula: see text] and [Formula: see text], we can directly derive [Formula: see text], and find a numerical solution of compartmental models, such as the SIR-type models. Incorporating the epidemiological model dynamics of the SIRD model into the LSTM network, the new algorithm improves forecasting accuracy. Furthermore, we utilize mobility data from cellphones and positive test rate in our prediction model, and we also present a vaccination model. Leveraging mobility and vaccination schedule is important for capturing behavioral changes by individuals in response to the pandemic as well as policymakers. Copyright © 2022. The Author(s).",2022,/,Scientific reports,12,1,3030,,https://dx.doi.org/10.1038/s41598-022-06992-0,35194090,#2398,Bousquet 2022,"",""
"Comparing the impact of vaccination strategies on the spread of COVID-19, including a novel household-targeted vaccination strategy.","Voigt, Andre; Omholt, Stig; Almaas, Eivind","With limited availability of vaccines, an efficient use of the limited supply of vaccines in order to achieve herd immunity will be an important tool to combat the wide-spread prevalence of COVID-19. Here, we compare a selection of strategies for vaccine distribution, including a novel targeted vaccination approach (EHR) that provides a noticeable increase in vaccine impact on disease spread compared to age-prioritized and random selection vaccination schemes. Using high-fidelity individual-based computer simulations with Oslo, Norway as an example, we find that for a community reproductive number in a setting where the base pre-vaccination reproduction number R = 2.1 without population immunity, the EHR method reaches herd immunity at 48% of the population vaccinated with 90% efficiency, whereas the common age-prioritized approach needs 89%, and a population-wide random selection approach requires 61%. We find that age-based strategies have a substantially weaker impact on epidemic spread and struggle to achieve herd immunity under the majority of conditions. Furthermore, the vaccination of minors is essential to achieving herd immunity, even for ideal vaccines providing 100% protection.",2022,/,PloS one,17,2,e0263155,,https://dx.doi.org/10.1371/journal.pone.0263155,35108311,#2402,Voigt 2022,"",""
"Modeling the Transmission of COVID-19: Impact of Mitigation Strategies in Prekindergarten-Grade 12 Public Schools, United States, 2021.","Miller, Gabrielle F; Greening, Bradford Jr; Rice, Ketra L; Arifkhanova, Aziza; Meltzer, Martin I; Coronado, Fatima","BACKGROUND: Schools are an integral part of the community; however, congregate settings facilitate transmission of SARS-CoV-2, presenting a challenge to school administrators to provide a safe, in-school environment for students and staff., METHODS: We adapted the Centers for Disease Control and Prevention's COVIDTracer Advanced tool to model the transmission of SARS-CoV-2 in a school of 596 individuals. We estimate possible reductions in cases and hospitalizations among this population using a scenario-based analysis that accounts for (a) the risk of importation of infection from the community; (b) adherence to key Centers for Disease Control and Prevention-recommended mitigation strategies: mask wearing, cleaning and disinfection, hand hygiene, and social distancing; and (c) the effectiveness of contact tracing interventions at limiting onward transmission., RESULTS: Low impact and effectiveness of mitigation strategies (net effectiveness: 27%) result in approximately 40% of exposed staff and students becoming COVID-19 cases. When the net effectiveness of mitigation strategies was 69% or greater, in-school transmission was mostly prevented, yet importation of cases from the surrounding community could result in nearly 20% of the school's population becoming infected within 180 days. The combined effects of mitigation strategies and contact tracing were able to prevent most onward transmission. Hospitalizations were low among children and adults (<0.5% of the school population) across all scenarios examined., CONCLUSIONS: Based on our model, layering mitigation strategies and contact tracing can limit the number of cases that may occur from transmission in schools. Schools in communities with substantial levels of community spread will need to be more vigilant to ensure adherence of mitigation strategies to minimize transmission. Our results show that for school administrators, teachers, and parents to provide the safest environment, it is important to utilize multiple mitigation strategies and contract tracing that reduce SARS CoV-2 transmission by at least 69%. This will require training, reinforcement, and vigilance to ensure that the highest level of adherence is maintained over the entire school term. Copyright © 2022 Wolters Kluwer Health, Inc. All rights reserved.",2022,/,Journal of public health management and practice : JPHMP,28,1,25-35,,https://dx.doi.org/10.1097/PHH.0000000000001373,33938487,#2404,Miller 2022,"",""
Computational Simulation Is a Vital Resource for Navigating the COVID-19 Pandemic.,"Page, Andrew; Diallo, Saikou Y; Wildman, Wesley J; Hodulik, George; Weisel, Eric W; Gondal, Neha; Voas, David","INTRODUCTION: COVID-19 has prompted the extensive use of computational models to understand the trajectory of the pandemic. This article surveys the kinds of dynamic simulation models that have been used as decision support tools and to forecast the potential impacts of nonpharmaceutical interventions (NPIs). We developed the Values in Viral Dispersion model, which emphasizes the role of human factors and social networks in viral spread and presents scenarios to guide policy responses., METHODS: An agent-based model of COVID-19 was developed with individual agents able to move between 3 states (susceptible, infectious, or recovered), with each agent placed in 1 of 7 social network types and assigned a propensity to comply with NPIs (quarantine, contact tracing, and physical distancing). A series of policy questions were tested to illustrate the impact of social networks and NPI compliance on viral spread among (1) populations, (2) specific at-risk subgroups, and (3) individual trajectories., RESULTS: Simulation outcomes showed large impacts of physical distancing policies on number of infections, with substantial modification by type of social network and level of compliance. In addition, outcomes on metrics that sought to maximize those never infected (or recovered) and minimize infections and deaths showed significantly different epidemic trajectories by social network type and among higher or lower at-risk age cohorts., CONCLUSIONS: Although dynamic simulation models have important limitations, which are discussed, these decision support tools should be a key resource for navigating the ongoing impacts of the COVID-19 pandemic and can help local and national decision makers determine where, when, and how to invest resources. Copyright © 2021 Society for Simulation in Healthcare.",2022,/,Simulation in healthcare : journal of the Society for Simulation in Healthcare,17,1,e141-e148,,https://dx.doi.org/10.1097/SIH.0000000000000572,34009904,#2408,Page 2022,"",""
Impact of pre-event testing and quarantine on reducing the risk of COVID-19 epidemic rebound: a modelling study.,"Wong, Ngai Sze; Lee, Shui Shan; Mitchell, Kate M; Yeoh, Eng-Kiong; Wang, Cheng","BACKGROUND: With the evolving growth of the COVID-19 epidemic, travel restriction policies would need to be adjusted accordingly. Prohibition of mass event may be relaxed for social and economic benefits when virus transmission stops but could bear the risk of epidemic rebound. Against the background of the varied SARS-CoV-2 prevalence internationally, we modelled the potential impacts of pre-event interventions on epidemic risk of holding a mass event when COVID-19 is under control., METHODS: We developed a mathematical model of SARS-CoV-2 transmission in Guangdong Province, China, where local virus transmission ceased to occur. A large-scale international trade fair was assumed to be held, with influx of people from overseas and rest of China over a short period of time, who participated for 2-week. Scenarios of pre-event intervention (none, quarantine arrangement and polymerase chain reaction (PCR) testing for participants) were compared. The influence of contact pattern, SARS-CoV-2 prevalence outside the province and China, and testing coverage were examined in sensitivity analyses., RESULTS: In basecase scenario (no event), the epidemic has been under control since March 2020. The event would lead to the detection of 1% more confirmed cases by 31 July when community contact rate increases to pre-epidemic level. In event scenario without additional interventions, there would be 599 (93%) more new infections comparing with basecase scenario. To avert new infections, quarantining all participants before the event would be the most effective strategy, followed by quarantining all overseas participants and testing all other participants, and testing all participants before the event and on day 7. However, testing strategy is likely to be affected by the SARS-CoV-2 prevalence outside the event province., CONCLUSIONS: Pre-event interventions are effective for reducing the risk of epidemic rebound caused by an international large-scale event. Universal testing for participants is likely to be an effective and feasible intervention. Copyright © 2022. The Author(s).",2022,/,BMC infectious diseases,22,1,83,,https://dx.doi.org/10.1186/s12879-021-06963-2,35073868,#2410,Wong 2022,"",""
Heterologous vaccination interventions to reduce pandemic morbidity and mortality: Modeling the US winter 2020 COVID-19 wave.,"Hupert, Nathaniel; Marin-Hernandez, Daniela; Gao, Bo; Aguas, Ricardo; Nixon, Douglas F","COVID-19 remains a stark health threat worldwide, in part because of minimal levels of targeted vaccination outside high-income countries and highly transmissible variants causing infection in vaccinated individuals. Decades of theoretical and experimental data suggest that nonspecific effects of non-COVID-19 vaccines may help bolster population immunological resilience to new pathogens. These routine vaccinations can stimulate heterologous cross-protective effects, which modulate nontargeted infections. For example, immunization with Bacillus Calmette-Guerin, inactivated influenza vaccine, oral polio vaccine, and other vaccines have been associated with some protection from SARS-CoV-2 infection and amelioration of COVID-19 disease. If heterologous vaccine interventions (HVIs) are to be seriously considered by policy makers as bridging or boosting interventions in pandemic settings to augment nonpharmaceutical interventions and specific vaccination efforts, evidence is needed to determine their optimal implementation. Using the COVID-19 International Modeling Consortium mathematical model, we show that logistically realistic HVIs with low (5 to 15%) effectiveness could have reduced COVID-19 cases, hospitalization, and mortality in the United States fall/winter 2020 wave. Similar to other mass drug administration campaigns (e.g., for malaria), HVI impact is highly dependent on both age targeting and intervention timing in relation to incidence, with maximal benefit accruing from implementation across the widest age cohort when the pandemic reproduction number is >1.0. Optimal HVI logistics therefore differ from optimal rollout parameters for specific COVID-19 immunizations. These results may be generalizable beyond COVID-19 and the US to indicate how even minimally effective heterologous immunization campaigns could reduce the burden of future viral pandemics. Copyright © 2022 the Author(s). Published by PNAS.",2022,/,Proceedings of the National Academy of Sciences of the United States of America,119,3,,,https://dx.doi.org/10.1073/pnas.2025448119,35012976,#2411,Hupert 2022,"",""
"Targeting Equity in COVID-19 Vaccinations Using the ""Evaluating Vulnerability and Equity"" (EVE) Model.","Weston, Benjamin W; Swingen, Zachary N; Gramann, Shannon; Pojar, Dan","The COVID-19 pandemic has highlighted racial and ethnic disparities, most recently in vaccine administration. The EVE (Evaluating Vulnerability and Equity) Model combines a community's vulnerability with vaccination rates to enhance the equity of vaccine distribution in an intentional, targeted manner. When applied to Milwaukee County, Wisconsin, two extreme categories of vaccination status were identified to aid in resource allocation and messaging: populations with high vulnerability and low vaccination levels, and, conversely, those with low vulnerability and high vaccinations levels. (Am J Public Health. 2022;112(2):220-222. https://doi.org/10.2105/AJPH.2021.306585).",2022,/,American journal of public health,112,2,220-222,,https://dx.doi.org/10.2105/AJPH.2021.306585,35080941,#2419,Weston 2022,"",Possible RCT
"Estimating the contribution of transmission in primary healthcare clinics to community-wide TB disease incidence, and the impact of infection prevention and control interventions, in KwaZulu-Natal, South Africa.","McCreesh, Nicky; Karat, Aaron S; Govender, Indira; Baisley, Kathy; Diaconu, Karin; Yates, Tom A; Houben, Rein Mgj; Kielmann, Karina; Grant, Alison D; White, Richard","BACKGROUND: There is a high risk of Mycobacterium tuberculosis (Mtb) transmission in healthcare facilities in high burden settings. WHO guidelines on tuberculosis (TB) infection prevention and control (IPC) recommend a range of measures to reduce transmission in healthcare settings. These were evaluated primarily based on evidence for their effects on transmission to healthcare workers in hospitals. To estimate the overall impact of IPC interventions, it is necessary to also consider their impact on community-wide TB incidence and mortality., METHODS: We developed an individual-based model of Mtb transmission in households, primary healthcare (PHC) clinics, and all other congregate settings. The model was parameterised using data from a high HIV prevalence community in South Africa, including data on social contact by setting, by sex, age, and HIV/antiretroviral therapy status; and data on TB prevalence in clinic attendees and the general population. We estimated the proportion of disease in adults that resulted from transmission in PHC clinics, and the impact of a range of IPC interventions in clinics on community-wide TB., RESULTS: We estimate that 7.6% (plausible range 3.9%-13.9%) of non-multidrug resistant and multidrug resistant TB in adults resulted directly from transmission in PHC clinics in the community in 2019. The proportion is higher in HIV-positive people, at 9.3% (4.8%-16.8%), compared with 5.3% (2.7%-10.1%) in HIV-negative people. We estimate that IPC interventions could reduce incident TB cases in the community in 2021-2030 by 3.4%-8.0%, and deaths by 3.0%-7.2%., CONCLUSIONS: A non-trivial proportion of TB results from transmission in clinics in the study community, particularly in HIV-positive people. Implementing IPC interventions could lead to moderate reductions in disease burden. We recommend that IPC measures in clinics should be implemented for their benefits to staff and patients, but also for their likely effects on TB incidence and mortality in the surrounding community. Copyright © Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY. Published by BMJ.",2022,/,BMJ global health,7,4,,,https://dx.doi.org/10.1136/bmjgh-2021-007136,35396264,#2422,McCreesh 2022,"",""
Incorporating global dynamics to improve the accuracy of disease models: Example of a COVID-19 SIR model.,"AlQadi, Hadeel; Bani-Yaghoub, Majid","Mathematical models of infectious diseases exhibit robust dynamics, such as stable endemic, disease-free equilibriums or convergence of the solutions to periodic epidemic waves. The present work shows that the accuracy of such dynamics can be significantly improved by including global effects of host movements in disease models. To demonstrate improved accuracy, we extended a standard Susceptible-Infected-Recovered (SIR) model by incorporating the global dynamics of the COVID-19 pandemic. The extended SIR model assumes three possibilities for susceptible individuals traveling outside of their community: * They can return to the community without any exposure to the infection. * They can be exposed and develop symptoms after returning to the community. * They can be tested positively during the trip and remain quarantined until fully recovered. To examine the predictive accuracy of the extended SIR model, we studied the prevalence of the COVID-19 infection in six randomly selected cities and states in the United States: Kansas City, Saint Louis, San Francisco, Missouri, Illinois, and Arizona. The extended SIR model was parameterized using a two-step model-fitting algorithm. The extended SIR model significantly outperformed the standard SIR model and revealed oscillatory behaviors with an increasing trend of infected individuals. In conclusion, the analytics and predictive accuracy of disease models can be significantly improved by incorporating the global dynamics of the infection.",2022,/,PloS one,17,4,e0265815,,https://dx.doi.org/10.1371/journal.pone.0265815,35395018,#2424,AlQadi 2022,"",""
Screening and vaccination against COVID-19 to minimise school closure: a modelling study.,"Colosi, Elisabetta; Bassignana, Giulia; Contreras, Diego Andres; Poirier, Canelle; Boelle, Pierre-Yves; Cauchemez, Simon; Yazdanpanah, Yazdan; Lina, Bruno; Fontanet, Arnaud; Barrat, Alain; Colizza, Vittoria","BACKGROUND: Schools were closed extensively in 2020-21 to counter SARS-CoV-2 spread, impacting students' education and wellbeing. With highly contagious variants expanding in Europe, safe options to maintain schools open are urgently needed. By estimating school-specific transmissibility, our study evaluates costs and benefits of different protocols for SARS-CoV-2 control at school., METHODS: We developed an agent-based model of SARS-CoV-2 transmission in schools. We used empirical contact data in a primary and a secondary school and data from pilot screenings in 683 schools during the alpha variant (B.1.1.7) wave in March-June, 2021, in France. We fitted the model to observed school prevalence to estimate the school-specific effective reproductive number for the alpha (Ralpha) and delta (B.1.617.2; Rdelta) variants and performed a cost-benefit analysis examining different intervention protocols., FINDINGS: We estimated Ralpha to be 1.40 (95% CI 1.35-1.45) in the primary school and 1.46 (1.41-1.51) in the secondary school during the spring wave, higher than the time-varying reproductive number estimated from community surveillance. Considering the delta variant and vaccination coverage in Europe as of mid-September, 2021, we estimated Rdelta to be 1.66 (1.60-1.71) in primary schools and 1.10 (1.06-1.14) in secondary schools. Under these conditions, weekly testing of 75% of unvaccinated students (PCR tests on saliva samples in primary schools and lateral flow tests in secondary schools), in addition to symptom-based testing, would reduce cases by 34% (95% CI 32-36) in primary schools and 36% (35-39) in secondary schools compared with symptom-based testing alone. Insufficient adherence was recorded in pilot screening (median <=53%). Regular testing would also reduce student-days lost up to 80% compared with reactive class closures. Moderate vaccination coverage in students would still benefit from regular testing for additional control-ie, weekly testing 75% of unvaccinated students would reduce cases compared with symptom-based testing only, by 23% in primary schools when 50% of children are vaccinated., INTERPRETATION: The COVID-19 pandemic will probably continue to pose a risk to the safe and normal functioning of schools. Extending vaccination coverage in students, complemented by regular testing with good adherence, are essential steps to keep schools open when highly transmissible variants are circulating., FUNDING: EU Framework Programme for Research and Innovation Horizon 2020, Horizon Europe Framework Programme, Agence Nationale de la Recherche, ANRS-Maladies Infectieuses Emergentes. Copyright © 2022 Elsevier Ltd. All rights reserved.",2022,/,The Lancet. Infectious diseases,22,7,977-989,,https://dx.doi.org/10.1016/S1473-3099(22)00138-4,35378075,#2426,Colosi 2022,"",Possible RCT
"Modeling the impact of interventions during an outbreak of HIV infection among people who inject drugs in 2012-2013 in Athens, Greece.","Flountzi, Eleni; Lim, Aaron G; Vickerman, Peter; Paraskevis, Dimitrios; Psichogiou, Mina; Hatzakis, Angelos; Sypsa, Vana","BACKGROUND: A large HIV outbreak in People Who Inject Drugs (PWID) occurred in Athens, Greece in 2011-2013. In response, opioid substitution treatment (OST) and needle and syringe programs (NSP) were scaled-up and a seek-test-treat program was introduced in mid-2012. We aim to assess the impact of these interventions., METHODS: A mathematical model of HIV transmission among PWID was calibrated to data available over time (2009-2013) on HIV prevalence, NSP/antiretroviral treatment (ART) coverage and high-risk injection. A combined interventions scenario, including decrease in high-risk injection through linkage to OST and modification of risk behaviours and access to NSP and ART, was compared to a counterfactual scenario (no improvement at the levels of these interventions), with HIV incidence being the main outcome., RESULTS: HIV incidence increased from <0.1 new cases/100 person-years (in 2009) to 11.0 new cases/100 person-years (in 2012). Under both models, a subsequent decline was projected following early 2012, with incidence at the end of 2013 in the combined interventions scenario being lower by 77% compared to the counterfactual. The projected reduction in incidence under the intervention scenario was in agreement with empirical data. HIV prevalence would have escalated to 20.4% (95% CrI: 16.9%, 23.6%) in 2013 under the counterfactual scenario (vs. 16.8% (95% CrI: 11.2%, 23.0%) under the combined interventions scenario). In total, 31.4% of HIV cases (392) were averted over 2012-2013., CONCLUSION: These results underline the importance of high-coverage harm reduction programs and of community-based interventions to rapidly reach PWID most in need. Copyright © 2022 Elsevier B.V. All rights reserved.",2022,/,Drug and alcohol dependence,234,"ebs, 7513587",109396,,https://dx.doi.org/10.1016/j.drugalcdep.2022.109396,35349919,#2431,Flountzi 2022,"",""
SARS-CoV-2 transmission dynamics in the urban-rural interface.,"Polo, G; Soler-Tovar, D; Villamil Jimenez, L C; Benavides-Ortiz, E; Mera Acosta, C","OBJECTIVES: As the world responds to the coronavirus outbreak, the role of public health in ensuring equitable health care that considers the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) dynamics in rural communities is still a challenge. The same suppression and mitigation measures have been implemented homogeneously, ignoring the differences between urban and rural areas. We propose an epidemiological model and simulate the dynamics of SARS-CoV-2 in urban and rural areas considering the interaction between these regions., STUDY DESIGN: This was a population modeling study., METHODS: A compartmental epidemiological model was formulated to simulate the transmission of SARS-CoV-2 in urban and rural areas. We use the model to investigate the impact of control strategies focused on the urban-rural interface to contain the epidemic size of SARS-CoV-2 in rural areas., RESULTS: Considering five different levels for the exposition rate in urban areas and keeping intrarural and urban-rural exposition rates fixed, the preventive measures reduce the size and delay the peak for the urban infectives. The response of infected individuals and cumulative deaths in rural areas upon changes in the urban dynamics was small but not negligible. On the other hand, preventive measures focused on the urban-rural interface impact the number of infected individuals and deaths in rural areas., CONCLUSIONS: The maintenance of SARS-CoV-2 in rural areas depends on the interaction of individuals at the urban-rural interface. Thus, restrictive measures established by the governments would not be required within rural areas. We highlight the importance of focused preventive measures on the urban-rural interface to reduce the exposure and avoid the transmission of SARS-CoV-2 to rural communities. Copyright © 2022 The Royal Society for Public Health. Published by Elsevier Ltd. All rights reserved.",2022,/,Public health,206,"qi7, 0376507",1-4,,https://dx.doi.org/10.1016/j.puhe.2022.02.007,35306192,#2433,Polo 2022,"",""
A hybrid stochastic model and its Bayesian identification for infectious disease screening in a university campus with application to massive COVID-19 screening at the University of Liege.,"Arnst, M; Louppe, G; Van Hulle, R; Gillet, L; Bureau, F; Denoel, V","Amid the COVID-19 pandemic, universities are implementing various prevention and mitigation measures. Identifying and isolating infectious individuals by using screening testing is one such a measure that can contribute to reducing spread. Here, we propose a hybrid stochastic model for infectious disease transmission in a university campus with screening testing and its surrounding community. Based on a compartmental modeling strategy, this hybrid stochastic model represents the evolution of the infectious disease and its transmission using continuous-time stochastic dynamics, and it represents the screening testing as discrete stochastic events. We also develop, in a Bayesian framework, the identification of parameters of this hybrid stochastic model, including transmission rates. These parameters were identified from the screening test data for the university population and observed incidence counts for the surrounding community. We implement the exploration of the Bayesian posterior using a machine-learning simulation-based inference approach. The proposed methodology was applied in a retrospective modeling study of a massive COVID-19 screening conducted at the University of Liege in Fall 2020. The emphasis of the paper is on the development of the hybrid stochastic model to assess the impact of screening testing as a measure to reduce spread. The hybrid stochastic model allows various factors to be represented and examined, such as interplay with the surrounding community, variability of the transmission dynamics, the rate of participation in the screening testing, the test sensitivity, the test frequency, the diagnosis delay, and compliance with isolation. The application in the retrospective modeling study suggests that a high rate of participation and a high test frequency are important factors to reduce spread. Copyright © 2022 Elsevier Inc. All rights reserved.",2022,/,Mathematical biosciences,347,"bet, 0103146",108805,,https://dx.doi.org/10.1016/j.mbs.2022.108805,35306009,#2434,Arnst 2022,"",""
Post-lockdown changes of age-specific susceptibility and its correlation with adherence to social distancing measures.,"Lau, Max S Y; Liu, Carol; Siegler, Aaron J; Sullivan, Patrick S; Waller, Lance A; Shioda, Kayoko; Lopman, Benjamin A","Social distancing measures are effective in reducing overall community transmission but much remains unknown about how they have impacted finer-scale dynamics. In particular, much is unknown about how changes of contact patterns and other behaviors including adherence to social distancing, induced by these measures, may have impacted finer-scale transmission dynamics among different age groups. In this paper, we build a stochastic age-specific transmission model to systematically characterize the degree and variation of age-specific transmission dynamics, before and after lifting the lockdown in Georgia, USA. We perform Bayesian (missing-)data-augmentation model inference, leveraging reported age-specific case, seroprevalence and mortality data. We estimate that overall population-level transmissibility was reduced to 41.2% with 95% CI [39%, 43.8%] of the pre-lockdown level in about a week of the announcement of the shelter-in-place order. Although it subsequently increased after the lockdown was lifted, it only bounced back to 62% [58%, 67.2%] of the pre-lockdown level after about a month. We also find that during the lockdown susceptibility to infection increases with age. Specifically, relative to the oldest age group (> 65+), susceptibility for the youngest age group (0-17 years) is 0.13 [0.09, 0.18], and it increases to 0.53 [0.49, 0.59] for 18-44 and 0.75 [0.68, 0.82] for 45-64. More importantly, our results reveal clear changes of age-specific susceptibility (defined as average risk of getting infected during an infectious contact incorporating age-dependent behavioral factors) after the lockdown was lifted, with a trend largely consistent with reported age-specific adherence levels to social distancing and preventive measures. Specifically, the older groups (> 45) (with the highest levels of adherence) appear to have the most significant reductions of susceptibility (e.g., post-lockdown susceptibility reduced to 31.6% [29.3%, 34%] of the estimate before lifting the lockdown for the 6+ group). Finally, we find heterogeneity in case reporting among different age groups, with the lowest rate occurring among the 0-17 group (9.7% [6.4%, 19%]). Our results provide a more fundamental understanding of the impacts of stringent lockdown measures, and finer evidence that other social distancing and preventive measures may be effective in reducing SARS-CoV-2 transmission. These results may be exploited to guide more effective implementations of these measures in many current settings (with low vaccination rate globally and emerging variants) and in future potential outbreaks of novel pathogens. Copyright © 2022. The Author(s).",2022,/,Scientific reports,12,1,4637,,https://dx.doi.org/10.1038/s41598-022-08566-6,35301385,#2437,Lau 2022,"",""
Simulating Transmission Scenarios of the Delta Variant of SARS-CoV-2 in Australia.,"Chang, Sheryl L; Cliff, Oliver M; Zachreson, Cameron; Prokopenko, Mikhail","An outbreak of the Delta (B.1.617.2) variant of SARS-CoV-2 that began around mid-June 2021 in Sydney, Australia, quickly developed into a nation-wide epidemic. The ongoing epidemic is of major concern as the Delta variant is more infectious than previous variants that circulated in Australia in 2020. Using a re-calibrated agent-based model, we explored a feasible range of non-pharmaceutical interventions, including case isolation, home quarantine, school closures, and stay-at-home restrictions (i.e., ""social distancing."") Our modelling indicated that the levels of reduced interactions in workplaces and across communities attained in Sydney and other parts of the nation were inadequate for controlling the outbreak. A counter-factual analysis suggested that if 70% of the population followed tight stay-at-home restrictions, then at least 45 days would have been needed for new daily cases to fall from their peak to below ten per day. Our model predicted that, under a progressive vaccination rollout, if 40-50% of the Australian population follow stay-at-home restrictions, the incidence will peak by mid-October 2021: the peak in incidence across the nation was indeed observed in mid-October. We also quantified an expected burden on the healthcare system and potential fatalities across Australia. Copyright © 2022 Chang, Cliff, Zachreson and Prokopenko.",2022,/,Frontiers in public health,10,101616579,823043,,https://dx.doi.org/10.3389/fpubh.2022.823043,35284395,#2445,Chang 2022,"",""
Evaluating COVID-19 control measures in mass gathering events with vaccine inequalities.,"Al-Shaery, Ali M; Hejase, Bilal; Tridane, Abdessamad; Farooqi, Norah S; Al Jassmi, Hamad","With the increasing global adoption of COVID-19 vaccines, limitations on mass gathering events have started to gradually loosen. However, the large vaccine inequality recorded among different countries is an important aspect that policymakers must address when implementing control measures for such events. In this paper, we propose a model for the assessment of different control measures with the consideration of vaccine inequality in the population. Two control measures are considered: selecting participants based on vaccine efficacy and restricting the event capacity. We build the model using agent-based modeling to capture the spatiotemporal crowd dynamics and utilize a genetic algorithm to assess the control strategies. This assessment is based on factors that are important for policymakers such as disease prevalence, vaccine diversity, and event capacity. A quantitative evaluation of vaccine diversity using the Simpson's Diversity Index is also provided. The Hajj ritual is used as a case study. We show that strategies that prioritized lowering the prevalence resulted in low event capacity but facilitated vaccine diversity. Moreover, strategies that prioritized diversity resulted in high infection rates. However, increasing the prioritization of participants with high vaccine efficacy significantly decreased the disease prevalence. Strategies that prioritized ritual capacity did not show clear trends. Copyright © 2022. The Author(s).",2022,/,Scientific reports,12,1,3652,,https://dx.doi.org/10.1038/s41598-022-07609-2,35256669,#2450,Al-Shaery 2022,"",""
